可发现物品,分类 3,分类1,分类2,分类（英文）,可发现物品（英文）,基础热议度,子分类,子分类 (关联）,展品主题,展品简介,所在地图,"所有特性 ",探索地图（汇总）,探索点,探索点溯源,探索点（英文）,热议度上限,特性效果,特性（颜色）,特殊说明,知识
异象：“痛苦之台”,,,,Astral Anomalies,Podium Of Pain,,星界异象,星界异象 (https://www.notion.so/1df2a3e2f91780b193cfe7a281da165e?pvs=21),太空,异象：“痛苦之台”,已知宇宙,"星际大门 (https://www.notion.so/1df2a3e2f917806c821ad50c671d420f?pvs=21), 星际异象 (https://www.notion.so/1df2a3e2f9178067a0bfeda37ca66d69?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21)",已知宇宙,异象档案馆,星际异象档案馆 (https://www.notion.so/1b52a3e2f917816f8c03d594cccbc04f?pvs=21),Anomalonian Archives,,"提升幸福感,这件展示品上的神秘符号绝对十分关键,提升访客的娱乐度,提供的知识额外+1,可对犯罪行动产生震慑效果","星际大门,星际异象,有趣,令人好奇的,望而生畏",,
异象：“谜题之塔”,,,,Astral Anomalies,Puzzle Piece,,星界异象,星界异象 (https://www.notion.so/1df2a3e2f91780b193cfe7a281da165e?pvs=21),太空,异象：“谜题之塔”,已知宇宙,"星际异象 (https://www.notion.so/1df2a3e2f9178067a0bfeda37ca66d69?pvs=21), 太空赠礼 (https://www.notion.so/1df2a3e2f917801dbf42ffe414f80321?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21)",已知宇宙,异象档案馆,星际异象档案馆 (https://www.notion.so/1b52a3e2f917816f8c03d594cccbc04f?pvs=21),Anomalonian Archives,,"这件展示品上的神秘符号绝对十分关键,提升热议度、知识和幸福感,提升访客的娱乐度,提供的知识额外+1,可对犯罪行动产生震慑效果","星际异象,太空赠礼,有趣,令人好奇的,望而生畏",,
异次元时光队长,,,,Famous Spirits,Alternate Yesterday Captain,,著名灵体,著名灵体 (https://www.notion.so/1df2a3e2f917804ab12fd821ea52dd40?pvs=21),超自然,异次元时光队长,冥界,"独一无二 (https://www.notion.so/1c32a3e2f91780b1ad73d1f892227b74?pvs=21), 时间旅行者 (https://www.notion.so/1df2a3e2f91780da9aa6f827a1f82219?pvs=21)",冥界,异次元时光,异次元时光 (https://www.notion.so/1b52a3e2f917811d9d9bda90ede18afe?pvs=21),Alternate Yesterday Gate,,"世上仅此一个,唯一一个从隔壁次元来的人……","独一无二,时间旅行者",,
冰封灯笼鱼,,,,,,,冰封珍品,冰封珍品 (https://www.notion.so/1df2a3e2f917801c911bdaac4217873b?pvs=21),史前,冰封灯笼鱼,双点海,冰封 (https://www.notion.so/1df2a3e2f9178067836bee1ccc48e941?pvs=21),双点海,极暗深渊,极暗深渊 (https://www.notion.so/1c12a3e2f9178047a091d976c132c060?pvs=21),Gelatinous Gorge,,"维护度降为0%时会发生融化，解冻的展示品只能进行出售
",冰封,,
灯笼鱼,,,,,,,冷水鱼类,冷水鱼类 (https://www.notion.so/1df2a3e2f91780d7bcfdd178eeacc070?pvs=21),海洋,灯笼鱼,双点海,"海鲜主义者 (https://www.notion.so/1c92a3e2f91780fdad7dd6287d938cad?pvs=21), 生老病死 (https://www.notion.so/1df2a3e2f91780e38ab7d1f17aad5bff?pvs=21)",双点海,极暗深渊,极暗深渊 (https://www.notion.so/1c12a3e2f9178047a091d976c132c060?pvs=21),Gelatinous Gorge,,"偶尔会吃掉其他更小的鱼，慎重为其安排住处,健康度降至0%时会死亡/枯萎","海鲜主义者,生老病死",单位3、繁殖率1,
霸王蝎短尾翼独角龙,,,,,,,恐龙骨骼,恐龙骨骼 (https://www.notion.so/1df2a3e2f91780c39b44d7d461a46d53?pvs=21),史前,霸王蝎短尾翼独角龙,白骨带,无 (https://www.notion.so/1df2a3e2f91780dda0e9c616e13ef395?pvs=21),白骨带,终焉之境,终焉之境 (https://www.notion.so/1b52a3e2f917817ab539f5d811a65f6c?pvs=21),,,,无,,
独角骨架,,,,,,,恐龙骨骼,恐龙骨骼 (https://www.notion.so/1df2a3e2f91780c39b44d7d461a46d53?pvs=21),史前,独角骨架,白骨带,无 (https://www.notion.so/1df2a3e2f91780dda0e9c616e13ef395?pvs=21),白骨带,终焉之境,终焉之境 (https://www.notion.so/1b52a3e2f917817ab539f5d811a65f6c?pvs=21),,,,无,,
机灵鲸,,,,,,,冷水鱼类,冷水鱼类 (https://www.notion.so/1df2a3e2f91780d7bcfdd178eeacc070?pvs=21),海洋,机灵鲸,双点海,文化单一性 (https://www.notion.so/1c92a3e2f917808eb90cde34a087af7c?pvs=21),双点海,湿特兰蒂斯之底,湿特兰蒂斯之底 (https://www.notion.so/1b52a3e2f9178168afabc5d11e01f195?pvs=21),,,只愿意和同种类的鱼一起生活,文化单一性,单位2、繁殖率1,
皇冠霸王龙骨架,,,,,,,恐龙骨骼,恐龙骨骼 (https://www.notion.so/1df2a3e2f91780c39b44d7d461a46d53?pvs=21),史前,皇冠霸王龙骨架,白骨带,无 (https://www.notion.so/1df2a3e2f91780dda0e9c616e13ef395?pvs=21),白骨带,霸王龙岩,霸王龙岩 (https://www.notion.so/1be2a3e2f91780bf8773f78290b9141d?pvs=21),,,,无,,
常青香肠树,,,,,,,食用植物,食用植物 (https://www.notion.so/1df2a3e2f91780399a7beecfd222a2b5?pvs=21),自然,常青香肠树,白骨带,香肠果 (https://www.notion.so/1df2a3e2f9178034ac53d7d37bde43c7?pvs=21),白骨带,草本绿野,草本绿野 (https://www.notion.so/1be2a3e2f917808291eed176da335d15?pvs=21),,,增加吃饱度，但减少肠胃舒适度,香肠果,,
蛋糕树,,,,,,,食用植物,食用植物 (https://www.notion.so/1df2a3e2f91780399a7beecfd222a2b5?pvs=21),自然,蛋糕树,白骨带,蛋糕果 (https://www.notion.so/1df2a3e2f91780b59d89ee5aa2963f5e?pvs=21),白骨带,草本绿野,草本绿野 (https://www.notion.so/1be2a3e2f917808291eed176da335d15?pvs=21),,,增加吃饱度和娱乐度，但减少肠胃舒适度,蛋糕果,,
暴爬龙琥珀,,,,,,,封存文物,封存文物 (https://www.notion.so/1df2a3e2f9178024b95ad586f457c998?pvs=21),史前,暴爬龙琥珀,白骨带,无 (https://www.notion.so/1df2a3e2f91780dda0e9c616e13ef395?pvs=21),白骨带,远古淡黄穹顶,远古淡黄穹顶 (https://www.notion.so/1bf2a3e2f917809dbcb0ff43a492aecf?pvs=21),,,,无,,
恐龙琥珀,,,,,,,封存文物,封存文物 (https://www.notion.so/1df2a3e2f9178024b95ad586f457c998?pvs=21),史前,恐龙琥珀,白骨带,无 (https://www.notion.so/1df2a3e2f91780dda0e9c616e13ef395?pvs=21),白骨带,远古淡黄穹顶,远古淡黄穹顶 (https://www.notion.so/1bf2a3e2f917809dbcb0ff43a492aecf?pvs=21),,,,无,,
涂鸦乌贼,,,,Sea Monsters,,,海怪,海怪 (https://www.notion.so/1df2a3e2f91780ee89b1f424e6b96d48?pvs=21),海洋,涂鸦乌贼,双点海,眼前一黑 (https://www.notion.so/1c92a3e2f91780f5bfeac2e72a4879d1?pvs=21),双点海,湿特兰蒂斯荒野,湿特兰蒂斯荒野 (https://www.notion.so/1b52a3e2f91781dc88c6d75bd7205845?pvs=21),,,会把水族箱染得黑黑的，员工进入水族箱后，能量将会减少,眼前一黑,单位2、繁殖率1,
洞穴墙面壁画,,,,,,,史前奥秘,史前奥秘 (https://www.notion.so/1df2a3e2f9178011a4afe5d3b11d0ad5?pvs=21),史前,洞穴墙面壁画,白骨带,"史前奥秘 (https://www.notion.so/1df2a3e2f91780e3a761c336698b3a4c?pvs=21), 远古广告 (https://www.notion.so/1df2a3e2f91780ffb1bedf5460b6d107?pvs=21)",白骨带,庞然巨岩,庞然巨岩 (https://www.notion.so/1b52a3e2f917817e9667d589c39d2060?pvs=21),,,"有来自其他时空或地点的古怪标记,跨越时空全方位宣传博物馆","史前奥秘,远古广告",,
爬山花,,,,,,,高山植物,高山植物 (https://www.notion.so/1df2a3e2f9178084ba56c0dadadc3119?pvs=21),自然,爬山花,白骨带,生老病死 (https://www.notion.so/1df2a3e2f91780e38ab7d1f17aad5bff?pvs=21),白骨带,蛮荒峭壁,荒蛮峭壁 (https://www.notion.so/1c02a3e2f917806f8a49dd813b9d50f2?pvs=21),,,健康度降至0%时会死亡/枯萎,生老病死,,
双头斗龙骨架,,,,,,,恐龙骨骼,恐龙骨骼 (https://www.notion.so/1df2a3e2f91780c39b44d7d461a46d53?pvs=21),史前,双头斗龙骨架,白骨带,无 (https://www.notion.so/1df2a3e2f91780dda0e9c616e13ef395?pvs=21),白骨带,庞然巨岩,庞然巨岩 (https://www.notion.so/1b52a3e2f917817e9667d589c39d2060?pvs=21),,,,无,,
月球靴,,,,,,,太空垃圾,太空垃圾 (https://www.notion.so/1df2a3e2f9178061b066ef120214038e?pvs=21),太空,,已知宇宙,"望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21)",已知宇宙,蓝酪月球,蓝酪月球 (https://www.notion.so/1c92a3e2f9178015b791e51b2da196f7?pvs=21),,,"可对犯罪行动产生震慑效果,提供的知识额外+1,提升访客的娱乐度","望而生畏,令人好奇的,有趣",,
异象：轨道图腾,,,,,,,星界异象,星界异象 (https://www.notion.so/1df2a3e2f91780b193cfe7a281da165e?pvs=21),太空,异象：轨道图腾,已知宇宙,"疗愈之声 (https://www.notion.so/1df2a3e2f9178015a1ace43a9afc0fe4?pvs=21), 星际异象 (https://www.notion.so/1df2a3e2f9178067a0bfeda37ca66d69?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21)",已知宇宙,蓝酪月球,蓝酪月球 (https://www.notion.so/1c92a3e2f9178015b791e51b2da196f7?pvs=21),Blue Cheese Moon,,"提升幸福感,这件展示品上的神秘符号绝对十分关键,提升访客的娱乐度,提供的知识额外+1,可对犯罪行动产生震慑效果","疗愈之声,星际异象,有趣,令人好奇的,望而生畏",,
异象：太空球,,,,,,,星界异象,星界异象 (https://www.notion.so/1df2a3e2f91780b193cfe7a281da165e?pvs=21),太空,异象：太空球,已知宇宙,"星际异象 (https://www.notion.so/1df2a3e2f9178067a0bfeda37ca66d69?pvs=21), 太空智慧 (https://www.notion.so/1df2a3e2f9178047b823c11aef428c21?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21)",已知宇宙,奶酪主舰,奶酪主舰 (https://www.notion.so/1c92a3e2f917807ab71aeb5714c5fb8e?pvs=21),Motherboard,,"这件展示品上的神秘符号绝对十分关键,提供更多知识,提升访客的娱乐度,提供的知识额外+1,可对犯罪行动产生震慑效果","星际异象,太空智慧,有趣,令人好奇的,望而生畏",,
奶酪切削机,,,,,"Cheese
  Strimmer",,奶酪月球人文物,奶酪月球人文物 (https://www.notion.so/1df2a3e2f9178070a816eb0190db6fbd?pvs=21),太空,,已知宇宙,"望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21)",已知宇宙,奶酪主舰,奶酪主舰 (https://www.notion.so/1c92a3e2f917807ab71aeb5714c5fb8e?pvs=21),Motherboard,,"可对犯罪行动产生震慑效果,提供的知识额外+1,提升访客的娱乐度","望而生畏,令人好奇的,有趣",,
奶酪自由轮,,,,,"Cheese
  Free-Wheeler",,奶酪月球人文物,奶酪月球人文物 (https://www.notion.so/1df2a3e2f9178070a816eb0190db6fbd?pvs=21),太空,,已知宇宙,"望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21)",已知宇宙,奶酪主舰,奶酪主舰 (https://www.notion.so/1c92a3e2f917807ab71aeb5714c5fb8e?pvs=21),Motherboard,,"可对犯罪行动产生震慑效果,提供的知识额外+1,提升访客的娱乐度","望而生畏,令人好奇的,有趣",,
限定版,,,,Perks,,,插件,插件 (https://www.notion.so/1df2a3e2f9178075bcb7d28f8b5871f8?pvs=21),科学,,低端科技地穴,无 (https://www.notion.so/1df2a3e2f91780dda0e9c616e13ef395?pvs=21),低端科技,"充电实验室, 安全实验室, 激光实验室","激光实验室 (https://www.notion.so/1b52a3e2f91781e1b192d9be5dd0a50b?pvs=21), 安全实验室 (https://www.notion.so/1b52a3e2f91781e38186cac5e9b06aae?pvs=21), 充电实验室 (https://www.notion.so/1b52a3e2f91781ad83e5d558e19cdd92?pvs=21)",Laser Labs,,,无,,
能量加成,,,,Perks,,,插件,插件 (https://www.notion.so/1df2a3e2f9178075bcb7d28f8b5871f8?pvs=21),科学,,低端科技地穴,无 (https://www.notion.so/1df2a3e2f91780dda0e9c616e13ef395?pvs=21),低端科技,"化学实验室, 医学实验室, 迷你星人环形赛道","化学实验室 (https://www.notion.so/1b52a3e2f9178164a328ef35ef4bf871?pvs=21), 医学实验室 (https://www.notion.so/1b52a3e2f91781a0b307feb66bfbfae6?pvs=21)",Chemical Labs,,,无,,
参观时长加成,,,,Perks,,,插件,插件 (https://www.notion.so/1df2a3e2f9178075bcb7d28f8b5871f8?pvs=21),科学,,低端科技地穴,无 (https://www.notion.so/1df2a3e2f91780dda0e9c616e13ef395?pvs=21),低端科技,化学实验室,化学实验室 (https://www.notion.so/1b52a3e2f9178164a328ef35ef4bf871?pvs=21),Chemical Labs,,,无,,
节电模式,,,,Perks,,,插件,插件 (https://www.notion.so/1df2a3e2f9178075bcb7d28f8b5871f8?pvs=21),科学,,低端科技地穴,无 (https://www.notion.so/1df2a3e2f91780dda0e9c616e13ef395?pvs=21),低端科技,"充电实验室, 机器人实验室","机器人实验室 (https://www.notion.so/1b52a3e2f91781e5af2dcea23c5c6941?pvs=21), 充电实验室 (https://www.notion.so/1b52a3e2f91781ad83e5d558e19cdd92?pvs=21)",Robot Labs,,,无,,
知识加成,,,,Perks,,,插件,插件 (https://www.notion.so/1df2a3e2f9178075bcb7d28f8b5871f8?pvs=21),科学,,低端科技地穴,无 (https://www.notion.so/1df2a3e2f91780dda0e9c616e13ef395?pvs=21),低端科技,电击实验室,电击实验室 (https://www.notion.so/1b52a3e2f917810face6e4f7259e2651?pvs=21),Shock Labs,,,无,,
热议度与参观时长加成,,,,Perks,Decoration & Entertainment Boost,,插件,插件 (https://www.notion.so/1df2a3e2f9178075bcb7d28f8b5871f8?pvs=21),科学,,低端科技地穴,无 (https://www.notion.so/1df2a3e2f91780dda0e9c616e13ef395?pvs=21),低端科技,记忆实验室,记忆实验室 (https://www.notion.so/1b52a3e2f91781e981e7f75b367da445?pvs=21),Laser Labs,,,无,,
记忆数据库蓝图,,,,Workshop Projects,Jolt Converter,,定制装置,定制装置 (https://www.notion.so/1df2a3e2f91780d6ac11dd0e0c0fd9f4?pvs=21),科学,记忆数据库,低端科技地穴,记忆数据库 (https://www.notion.so/1df2a3e2f91780ad9460d4b9fa2f4017?pvs=21),低端科技,电击实验室,记忆实验室 (https://www.notion.so/1b52a3e2f91781e981e7f75b367da445?pvs=21),Shock Labs,,给员工上传常年积累下来的XP,记忆数据库,,
肥沃土壤,,,,Perks,,,插件,插件 (https://www.notion.so/1df2a3e2f9178075bcb7d28f8b5871f8?pvs=21),科学,,低端科技地穴,无 (https://www.notion.so/1df2a3e2f91780dda0e9c616e13ef395?pvs=21),低端科技,医学实验室,医学实验室 (https://www.notion.so/1b52a3e2f91781a0b307feb66bfbfae6?pvs=21),Chemical Labs,,,无,,
大范围监控,,,,Perks,,,插件,插件 (https://www.notion.so/1df2a3e2f9178075bcb7d28f8b5871f8?pvs=21),科学,,冥界,无 (https://www.notion.so/1df2a3e2f91780dda0e9c616e13ef395?pvs=21),冥界,恶念地牢,恶念地牢 (https://www.notion.so/1c72a3e2f9178009b190d7ed1fcece52?pvs=21),Robot Labs,,,无,,
高度警惕,,,,Perks,,,插件,插件 (https://www.notion.so/1df2a3e2f9178075bcb7d28f8b5871f8?pvs=21),科学,,冥界,无 (https://www.notion.so/1df2a3e2f91780dda0e9c616e13ef395?pvs=21),冥界,恶念地牢,恶念地牢 (https://www.notion.so/1c72a3e2f9178009b190d7ed1fcece52?pvs=21),Robot Labs,,,无,,
鬼灵套索,,,,Perks,,,插件,插件 (https://www.notion.so/1df2a3e2f9178075bcb7d28f8b5871f8?pvs=21),科学,,冥界,无 (https://www.notion.so/1df2a3e2f91780dda0e9c616e13ef395?pvs=21),冥界,恶念地牢,恶念地牢 (https://www.notion.so/1c72a3e2f9178009b190d7ed1fcece52?pvs=21),Robot Labs,,,无,,
大量知识加成,,,,Perks,,,插件,插件 (https://www.notion.so/1df2a3e2f9178075bcb7d28f8b5871f8?pvs=21),科学,,冥界,无 (https://www.notion.so/1df2a3e2f91780dda0e9c616e13ef395?pvs=21),冥界,恶念地牢,恶念地牢 (https://www.notion.so/1c72a3e2f9178009b190d7ed1fcece52?pvs=21),Robot Labs,,,无,,
热议度与娱乐加成,,,,Perks,Buzz & Entertainment Boost,,插件,插件 (https://www.notion.so/1df2a3e2f9178075bcb7d28f8b5871f8?pvs=21),科学,,已知宇宙,无 (https://www.notion.so/1df2a3e2f91780dda0e9c616e13ef395?pvs=21),已知宇宙,迷你星人环形赛道,迷你星人环形赛道 (https://www.notion.so/1b52a3e2f917816584a1dda5fd6acdc8?pvs=21),Space Gibbon Circuit,,,无,,
DNA设计器,,,,,,,定制装置,定制装置 (https://www.notion.so/1df2a3e2f91780d6ac11dd0e0c0fd9f4?pvs=21),科学,DNA设计器,低端科技地穴,DNA设计器 (https://www.notion.so/DNA-1df2a3e2f917801fa8acc81ba49adbe9?pvs=21),,,,,,可将访客转变为特定的原型,DNA设计器,,
机器人充电装置,,,,,,,定制装置,定制装置 (https://www.notion.so/1df2a3e2f91780d6ac11dd0e0c0fd9f4?pvs=21),科学,机器人充电装置,低端科技地穴,机器人充电装置 (https://www.notion.so/1df2a3e2f9178019bc91f19cdef76942?pvs=21),,,,,,可为机器人员工补充能量，充电成本十分低廉,机器人充电装置,,
药浴治疗机,,,,,,,定制装置,定制装置 (https://www.notion.so/1df2a3e2f91780d6ac11dd0e0c0fd9f4?pvs=21),科学,药浴治疗机,低端科技地穴,药浴治疗机 (https://www.notion.so/1df2a3e2f91780a9b97ef36405d0014a?pvs=21),低端科技,医学实验室,医学实验室 (https://www.notion.so/1b52a3e2f91781a0b307feb66bfbfae6?pvs=21),,,治疗员工的疾病和伤病,药浴治疗机,,
堆肥生产机,,,,,,,定制装置,定制装置 (https://www.notion.so/1df2a3e2f91780d6ac11dd0e0c0fd9f4?pvs=21),科学,堆肥生产机,低端科技地穴,堆肥生产机 (https://www.notion.so/1df2a3e2f91780c6a462f9084c95a925?pvs=21),,,,,,可将植物展示品转化为堆肥,堆肥生产机,,
低端科技宣传盒,,,,,,,赞助商展示品,赞助商展示品 (https://www.notion.so/1df2a3e2f91780e08401fd1be03ced13?pvs=21),通用,低端科技宣传盒,低端科技地穴,低端又无趣 (https://www.notion.so/1df2a3e2f91780fbbe9acbc214adfdb7?pvs=21),,,,,,好吧，又一件低端科技的玩意……,低端又无趣,,
捣泥艺术节宣传牌,,,,,,,赞助商展示品,赞助商展示品 (https://www.notion.so/1df2a3e2f91780e08401fd1be03ced13?pvs=21),通用,捣泥艺术节宣传牌,,赞助商内容 (https://www.notion.so/1df2a3e2f91780bba2a8d5cfe7ca867f?pvs=21),,,,,,,赞助商内容,,
贾思敏专辑,,,,,,,奖励展示品,奖励展示品 (https://www.notion.so/1df2a3e2f91780909acfdb147bcfe448?pvs=21),通用,贾思敏专辑,,杜绝脏污 (https://www.notion.so/1df2a3e2f9178005b40cda412d578fb3?pvs=21),,,,,,无需维护,杜绝脏污,,
印钱机,,,,,,,奖励展示品,奖励展示品 (https://www.notion.so/1df2a3e2f91780909acfdb147bcfe448?pvs=21),通用,印钱机,,杜绝脏污 (https://www.notion.so/1df2a3e2f9178005b40cda412d578fb3?pvs=21),,,,,,无需维护,杜绝脏污,,
远古虚构解剖器,,,,,,,史前奥秘,,史前,,,,,,,,,,,,
SPA休息站,,,,,,,定制装置,,科学,,,SPA休息站 (https://www.notion.so/SPA-1df2a3e2f9178055b7bac2ea59d44a64?pvs=21),,,,,,参观该展示品的访客可获得能量加成,SPA休息站,,
二十面命运,,,,,,75,魔法珍品,,奇幻,未来尽在骰子的点数中。,焦土世界,"神奇魔法 (https://www.notion.so/2352a3e2f917803a813dd8402ca4f36a?pvs=21), 命运万千 (https://www.notion.so/2352a3e2f91780d99b3ccb0d8c209085?pvs=21)",焦土世界,,颠倒镇 (https://www.notion.so/2372a3e2f9178019aad6c62f6f3eb0bc?pvs=21),,220,,"神奇魔法,命运万千","20点：用魅力吸引访客，提升他们的热议度和移动速度。靠近被吸引的访客时，其他访客会感同身受并提升幸福感
19点：提升来自访客的捐款
18点：提升奇幻专家的力量和幸福感。
17点：提升奇幻专家的智力和访客的知识。
16点：提升二十面命运的热议度（+10）
15点：二十面命运周围的奇幻展示品清洁度降低减缓。
14点：二十面命运可实现精灵神壶的愿望。
13点：二十面命运的清洁度降低速度减缓25%。
12点：提升精灵访客的幸福度
11点：提升矮人访客的幸福度
10点：这只是一个平凡的骰子，无事发生。
9点：提升访客速度，但降低访客能量。
8点：提升员工幸福感，但降低奇幻属性。
7点：降低肠胃舒适度，提升吃饱度和喝饱度
6点：二十面命运的清洁度降低速度提升25%。
5点：降低奇幻专家的力量。
4点：有几率让哥布林访客迷失善念。
3点：降低能量和移动速度。
2点：降低访客热议度（-5%）
1点：可能会导致访客立即离开博物馆。",💡💡💡💡💡
头铁王座,,,,,,33,奇幻世界遗物,,奇幻,有人夸下海口说可以坐在这把倒着的椅子上，嘴上说说倒容易，怕不是又想扯什么人生大道理。,焦土世界,,焦土世界,颠倒镇,颠倒镇 (https://www.notion.so/2372a3e2f9178019aad6c62f6f3eb0bc?pvs=21),,136,,,,💡💡💡
龙鳞秤,,,,,,34,奇幻世界遗物,,奇幻,这东西在神话生物界里举足轻重。,焦土世界,,焦土世界,幻境集市,幻境集市 (https://www.notion.so/2372a3e2f91780ff8011eb07246853a1?pvs=21),,138,,,,💡💡💡💡💡
战争残垣,,,,,,26,奇幻世界遗物,,奇幻,仙灵谷的一片残屑。,焦土世界,,焦土世界,被摧毁的仙灵谷,"被摧毁的仙灵谷 (https://www.notion.so/2372a3e2f91780d98decfb5584ca61d2?pvs=21), 被摧毁的祈愿村 (https://www.notion.so/2592a3e2f91780368a0de378d8501acd?pvs=21)",,122,,,,💡💡💡
龙尾异闻录,,,,,,50,奇幻世界遗物,,奇幻,胡话短说，这是关于一条龙丢了尾巴的故事。,焦土世界,,焦土世界,被摧毁的仙灵谷,"被摧毁的仙灵谷 (https://www.notion.so/2372a3e2f91780d98decfb5584ca61d2?pvs=21), 被摧毁的祈愿村 (https://www.notion.so/2592a3e2f91780368a0de378d8501acd?pvs=21)",,170,,,,💡
巨魔石像,,,,,,12,奇幻世界遗物,,奇幻,一只被石化的巨魔，它伸出的手掌僵在空中,焦土世界,,焦土世界,巨魔之桥,巨魔之桥 (https://www.notion.so/2372a3e2f91780d88ae9ffd74d6288bf?pvs=21),,94,,,,💡
三手大剑,,,,,,18,奇幻世界遗物,,奇幻,双手提不起来，能再借我一只手吗?,焦土世界,,焦土世界,"仙灵谷, 浓烟草原","仙灵谷 (https://www.notion.so/2372a3e2f917800a8546c9631784e84b?pvs=21), 浓烟草原 (https://www.notion.so/2372a3e2f91780a784bbc18397ff326b?pvs=21)",,106,,,,💡💡
海文哈夫挂毯,,,,,,10,奇幻世界遗物,,奇幻,一张描绘了王都景象的挂毯，和其他奇幻传说物件一样是由织布机编织而成的。,焦土世界,,焦土世界,"海文哈夫王城, 祈愿村","祈愿村 (https://www.notion.so/2372a3e2f917805f99b9d51627d743db?pvs=21), 海文哈夫王城 (https://www.notion.so/2372a3e2f91780af8d3bd3d22935d6e5?pvs=21)",,90,,,,💡
奇幻雕像,,,,,,8,奇幻世界遗物,,奇幻,这座雕像按照王国中真实存在的奇幻生物制作，至于所谓“真实存在”有几分真，还真不知道。,焦土世界,,焦土世界,菜鸟之翼,菜鸟之翼 (https://www.notion.so/2372a3e2f91780398220e3f2285d71bb?pvs=21),,86,,,,💡💡
奇幻盔甲,,,,,,26,奇幻世界遗物,,奇幻,概念性奇幻盔甲，保证不实用。,焦土世界,,焦土世界,海文哈夫王城,海文哈夫王城 (https://www.notion.so/2372a3e2f91780af8d3bd3d22935d6e5?pvs=21),,122,,,,💡💡💡💡
晶矿装置,,,,,,28,矮人装置,,奇幻,一件集多种矮人技术于一身的先进装置，专门用于精炼稀有矿石。,焦土世界,,焦土世界,大矮人港,大矮人港 (https://www.notion.so/2372a3e2f917806b9708edad79a84ed6?pvs=21),,126,,,,💡💡💡💡💡
地下城指南,,,,,,38,奇幻世界遗物,,奇幻,"一本专为奇幻探险家与狂热爱好者而撰
写的终极指南书。",焦土世界,,焦土世界,晦暗之城,晦暗之城 (https://www.notion.so/2372a3e2f9178053bac9d48ee450f8bd?pvs=21),,146,,,,💡💡💡💡💡
童话衣柜,,,,,,35,奇幻世界遗物,,奇幻,一种用于收纳衣物的绝佳手段，在穿衣以外还可以让主人在童话中穿进穿出。,焦土世界,,焦土世界,幻境集市,幻境集市 (https://www.notion.so/2372a3e2f91780ff8011eb07246853a1?pvs=21),,140,,,,💡💡💡
熔炼装詈,,,,,,34,矮人装置,,奇幻,能将瓦斯、火焰与旋风熔炼成足以消融岩石的药剂。矮人们表示这么臭的东西谁炼的谁负责卖。,焦土世界,,焦土世界,大矮人港,大矮人港 (https://www.notion.so/2372a3e2f917806b9708edad79a84ed6?pvs=21),,138,,,,💡💡💡💡💡
族风装置,,,,,,17,矮人装置,,奇幻,矮人半岛的生活基本上是依赖风力。在发明装置之前，矮人们只能自己使劲吹气，或是躲在屋里干等。,焦土世界,,焦土世界,齿轮天塔,齿轮天塔 (https://www.notion.so/2372a3e2f917802c9b4fe00596d16b4f?pvs=21),,104,,,,💡💡💡💡💡
火焰装置,,,,,,22,矮人装置,,奇幻,火焰对矮人而言无比神圣，无论是在家取暖、熔炼矿洞里挖来的金属，还是烹饪各种蛋类佳肴都离不开它。不过今天吃什么蛋，全看矮人们的心情。,焦土世界,,焦土世界,齿轮天塔,齿轮天塔 (https://www.notion.so/2372a3e2f917802c9b4fe00596d16b4f?pvs=21),,114,,,,💡💡💡💡💡
